people_id,name,first_name,middle_name,last_name,suffix,nickname,party_id,party,role_id,role,district,followthemoney_eid,votesmart_id,opensecrets_id,ballotpedia,knowwho_pid,committee_id
8952,"Charles Rangel",Charles,B.,Rangel,,,1,D,1,Rep,HD-NY-13,9654369,26979,N00000964,Charles_Rangel,158984,0
8955,"Nydia Velazquez",Nydia,M.,Velazquez,,,1,D,1,Rep,HD-NY-7,17658223,26975,N00001102,Nydia_Velazquez,158981,0
8957,"Frank Pallone",Frank,,Pallone,Jr.,,1,D,1,Rep,HD-NJ-6,17658803,26951,N00000781,Frank_Pallone,158957,0
8962,"Lois Capps",Lois,,Capps,,,1,D,1,Rep,HD-CA-24,16563796,16886,N00007232,Lois_Capps,158739,0
8963,"Kathy Castor",Kathy,,Castor,,,1,D,1,Rep,HD-FL-14,170335,53825,N00027514,Kathy_Castor,248289,0
8964,"Gerald Connolly",Gerald,E.,Connolly,,Gerry,1,D,1,Rep,HD-VA-11,16577898,95078,N00029891,Gerald_Connolly,267105,0
8965,"Henry Cuellar",Henry,,Cuellar,,,1,D,1,Rep,HD-TX-28,6443275,5486,N00024978,Henry_Cuellar,199164,0
8967,"Diana DeGette",Diana,,DeGette,,,1,D,1,Rep,HD-CO-1,6006202,561,N00006134,Diana_DeGette,158770,0
8970,"Eliot Engel",Eliot,L.,Engel,,,1,D,1,Rep,HD-NY-16,17658812,26972,N00001003,Eliot_Engel,158986,0
8971,"Anna Eshoo",Anna,G.,Eshoo,,,1,D,1,Rep,HD-CA-18,8050793,26741,N00007335,Anna_Eshoo,158731,0
8972,"Bill Foster",Bill,,Foster,,,1,D,1,Rep,HD-IL-11,16623751,101632,N00029139,Bill_Foster,263138,0
8973,"Gene Green",Gene,,Green,,,1,D,1,Rep,HD-TX-29,11053772,27100,N00005870,Gene_Green,159099,0
8975,"Ruben Hinojosa",Ruben,,Hinojosa,,,1,D,1,Rep,HD-TX-15,17658725,291,N00006008,Ruben_Hinojosa_(Texas_congressman),159085,0
8976,"Henry Johnson",Henry,C.,Johnson,Jr.,Hank,1,D,1,Rep,HD-GA-4,17658662,68070,N00027848,Hank_Johnson,248293,0
8979,"Ben Lujan",Ben,Ray,Lujan,,,1,D,1,Rep,HD-NM-3,9025644,102842,N00029562,"Ben_Lujan,_Sr.",266495,0
8981,"Edward Markey",Edward,J.,Markey,,,1,D,2,Sen,HD-MA-5,17658675,26900,N00000270,Edward_Markey,158881,0
8983,"Doris Matsui",Doris,O.,Matsui,,,1,D,1,Rep,HD-CA-6,17658638,28593,N00027459,Doris_Matsui,232639,0
8985,"Jerry McNerney",Jerry,,McNerney,,,1,D,1,Rep,HD-CA-9,6643414,29474,N00026926,Jerry_McNerney,248236,0
8986,"Christopher Murphy",Christopher,S.,Murphy,,,1,D,2,Sen,HD-CT-5,6384200,17189,N00027566,Chris_Murphy_(Connecticut),193324,0
8987,"Bill Pascrell",Bill,,Pascrell,Jr.,,1,D,1,Rep,HD-NJ-9,16580040,478,N00000751,Bill_Pascrell,158959,0
8988,"Janice Schakowsky",Janice,D.,Schakowsky,,,1,D,1,Rep,HD-IL-9,6419995,6387,N00004724,Jan_Schakowsky,158836,0
8989,"Brad Sherman",Brad,,Sherman,,,1,D,1,Rep,HD-CA-30,369166,142,N00006897,Brad_Sherman,158741,0
8994,"Niki Tsongas",Niki,,Tsongas,,,1,D,1,Rep,HD-MA-3,17658789,89417,N00029026,Niki_Tsongas,259708,0
8995,"Debbie Wasserman Schultz",Debbie,,"Wasserman Schultz",,,1,D,1,Rep,HD-FL-23,704716,24301,N00026106,Debbie_Wasserman_Schultz,226499,0
8997,"Peter Welch",Peter,,Welch,,,1,D,1,Rep,HD-VT,9959484,51272,N00000515,Peter_Welch,210068,0
9004,"Tammy Baldwin",Tammy,,Baldwin,,,1,D,2,Sen,HD-WI-2,2924660,3470,N00004367,Tammy_Baldwin,159127,0
9005,"Xavier Becerra",Xavier,,Becerra,,,1,D,1,Rep,HD-CA-34,16562595,26754,N00009774,Xavier_Becerra,158747,0
9010,"Earl Blumenauer",Earl,,Blumenauer,,,1,D,1,Rep,HD-OR-3,4977792,367,N00007727,Earl_Blumenauer,159028,0
9012,"Madeleine Bordallo",Madeleine,Z.,Bordallo,,,1,D,1,Rep,HD-GU,0,1751,N00024866,Madeleine_Bordallo,0,0
9014,"Robert Brady",Robert,A.,Brady,,,1,D,1,Rep,HD-PA-1,17658828,2519,N00001619,Robert_Brady,159031,0
9015,"Corrine Brown",Corrine,,Brown,,,1,D,1,Rep,HD-FL-5,1810160,26797,N00002713,Corrine_Brown,158786,0
9016,"G. Butterfield",G.,K.,Butterfield,,,1,D,1,Rep,HD-NC-1,6135165,41077,N00027035,G.K._Butterfield,224949,0
9017,"Michael Capuano",Michael,E.,Capuano,,,1,D,1,Rep,HD-MA-7,17658790,18883,N00000267,Michael_Capuano,158882,0
9019,"Andre Carson",Andre,,Carson,,,1,D,1,Rep,HD-IN-7,17658782,84917,N00029513,Andr%C3%A9_Carson,263260,0
9021,"Yvette Clarke",Yvette,D.,Clarke,,,1,D,1,Rep,HD-NY-9,5418023,44741,N00026961,Yvette_Clarke,248335,0
9022,"Lacy Clay",Lacy,,Clay,,,1,D,1,Rep,HD-MO-1,3798170,8967,N00012460,William_Lacy_Clay,205779,0
9023,"Emanuel Cleaver",Emanuel,,Cleaver,,,1,D,1,Rep,HD-MO-5,4396432,39507,N00026790,Emanuel_Cleaver,226522,0
9024,"James Clyburn",James,E.,Clyburn,,,1,D,1,Rep,HD-SC-6,5019671,27066,N00002408,James_Clyburn,159060,0
9025,"Steve Cohen",Steve,,Cohen,,,1,D,1,Rep,HD-TN-9,6442808,24340,N00003225,"Steve_Hobbs,_Missouri_Representative",198993,0
9026,"John Conyers",John,,Conyers,Jr.,,1,D,1,Rep,HD-MI-13,17658680,26904,N00004029,John_Conyers_Jr.,158908,0
9027,"Jim Cooper",Jim,,Cooper,,,1,D,1,Rep,HD-TN-5,17658367,48891,N00003132,Jim_Cooper_(Tennessee),211701,0
9029,"Joe Courtney",Joe,,Courtney,,,1,D,1,Rep,HD-CT-2,7236851,30333,N00024842,Joe_Courtney,248833,0
9030,"Elijah Cummings",Elijah,E.,Cummings,,,1,D,1,Rep,HD-MD-7,5430817,345,N00001971,Elijah_Cummings,158891,0
9032,"Danny Davis",Danny,K.,Davis,,,1,D,1,Rep,HD-IL-7,16565454,233,N00004884,Danny_K._Davis,158834,0
9033,"Susan Davis",Susan,A.,Davis,,,1,D,1,Rep,HD-CA-53,2550215,8168,N00009604,Susan_Davis_(California),193104,0
9034,"Peter DeFazio",Peter,A.,DeFazio,,,1,D,1,Rep,HD-OR-4,17658713,27037,N00007781,Peter_DeFazio,159029,0
9035,"Rosa DeLauro",Rosa,L.,DeLauro,,,1,D,1,Rep,HD-CT-3,5349073,26788,N00000615,Rosa_DeLauro,158778,0
9037,"Lloyd Doggett",Lloyd,,Doggett,,,1,D,1,Rep,HD-TX-35,17658622,21689,N00006023,Lloyd_Doggett,159080,0
9038,"Michael Doyle",Michael,F.,Doyle,,,1,D,1,Rep,HD-PA-14,13005560,55925,N00001373,Michael_Doyle_(Pennsylvania_Congress),159048,0
9040,"Donna Edwards",Donna,F.,Edwards,,,1,D,1,Rep,HD-MD-4,14547691,65085,N00028249,Donna_Edwards,265644,0
9041,"Keith Ellison",Keith,,Ellison,,,1,D,1,Rep,HD-MN-5,6515997,38982,N00028257,Keith_Ellison_(Minnesota),212972,0
9042,"Sam Farr",Sam,,Farr,,,1,D,1,Rep,HD-CA-20,2022689,26745,N00007312,Sam_Farr,158734,0
9043,"Chaka Fattah",Chaka,,Fattah,,,1,D,1,Rep,HD-PA-2,16565456,21850,N00001746,Chaka_Fattah,159032,0
9045,"Marcia Fudge",Marcia,L.,Fudge,,,1,D,1,Rep,HD-OH-11,14904741,110640,N00030490,Marcia_Fudge,271756,0
9047,"Kirsten Gillibrand",Kirsten,E.,Gillibrand,,,1,D,2,Sen,HD-NY-20,1577524,65147,N00027658,Kirsten_Gillibrand,248345,0
9049,"Alan Grayson",Alan,,Grayson,,,1,D,1,Rep,HD-FL-9,715393,68184,N00028418,Alan_Grayson,266895,0
9050,"Al Green",Al,,Green,,,1,D,1,Rep,HD-TX-9,11567524,49680,N00026686,Al_Green_(Texas),226547,0
9051,"Raul Grijalva",Raul,M.,Grijalva,,,1,D,1,Rep,HD-AZ-3,17657668,28253,N00025284,Raul_Grijalva,211719,0
9052,"Luis Gutierrez",Luis,V.,Gutierrez,,,1,D,1,Rep,HD-IL-4,12430974,26841,N00004874,Luis_Gutierrez,158831,0
9056,"Alcee Hastings",Alcee,L.,Hastings,,,1,D,1,Rep,HD-FL-20,17657879,26798,N00002884,Alcee_Hastings,158806,0
9057,"Martin Heinrich",Martin,,Heinrich,,,1,D,2,Sen,HD-NM-1,8939798,74517,N00029835,Martin_Heinrich,266934,0
9058,"Brian Higgins",Brian,,Higgins,,,1,D,1,Rep,HD-NY-26,4689854,23127,N00027060,Brian_Higgins,197797,0
9059,"James Himes",James,A.,Himes,,,1,D,1,Rep,HD-CT-4,14257522,106744,N00029070,Jim_Himes,266938,0
9061,"Mazie Hirono",Mazie,K.,Hirono,,,1,D,2,Sen,HD-HI-2,6401094,1677,N00028139,Mazie_Hirono,248294,0
9064,"Michael Honda",Michael,M.,Honda,,,1,D,1,Rep,HD-CA-17,2053195,9674,N00012611,Mike_Honda,193052,0
9065,"Steny Hoyer",Steny,H.,Hoyer,,,1,D,1,Rep,HD-MD-5,5702081,26890,N00001821,Steny_Hoyer,158889,0
9066,"Steve Israel",Steve,,Israel,,,1,D,1,Rep,HD-NY-3,17657535,55440,N00013345,Steve_Israel,207705,0
9068,"Sheila Jackson-Lee",Sheila,,Jackson-Lee,,,1,D,1,Rep,HD-TX-18,6716263,21692,N00005818,Sheila_Jackson_Lee,159088,0
9069,"Eddie Johnson",Eddie,Bernice,Johnson,,,1,D,1,Rep,HD-TX-30,17658377,27098,N00008122,Eddie_Bernice_Johnson,159100,0
9070,"Marcy Kaptur",Marcy,,Kaptur,,,1,D,1,Rep,HD-OH-9,3503114,27016,N00003522,Marcy_Kaptur,159009,0
9073,"Ron Kind",Ron,,Kind,,,1,D,1,Rep,HD-WI-3,15167032,630,N00004403,Ron_Kind,159128,0
9075,"James Langevin",James,R.,Langevin,,,1,D,1,Rep,HD-RI-2,5029414,55787,N00009724,Jim_Langevin,207711,0
9076,"Rick Larsen",Rick,,Larsen,,,1,D,1,Rep,HD-WA-2,17657616,56231,N00009759,Rick_Larsen,124078,0
9077,"John Larson",John,B.,Larson,,,1,D,1,Rep,HD-CT-1,16565470,17188,N00000575,John_Larson_(Connecticut),158776,0
9078,"Barbara Lee",Barbara,,Lee,,,1,D,1,Rep,HD-CA-13,1263932,8315,N00008046,Barbara_Lee_(California),158726,0
9079,"Sander Levin",Sander,M.,Levin,,,1,D,1,Rep,HD-MI-9,782914,26918,N00003950,Sandy_Levin,158906,0
9080,"John Lewis",John,,Lewis,,,1,D,1,Rep,HD-GA-5,6942266,26820,N00002577,John_Lewis_(Georgia),158811,0
9081,"Daniel Lipinski",Daniel,,Lipinski,,,1,D,1,Rep,HD-IL-3,17658586,33692,N00027239,Daniel_Lipinski,226508,0
9082,"David Loebsack",David,,Loebsack,,,1,D,1,Rep,HD-IA-2,6321205,68964,N00027741,Dave_Loebsack,248296,0
9083,"Zoe Lofgren",Zoe,,Lofgren,,,1,D,1,Rep,HD-CA-19,761620,21899,N00007479,Zoe_Lofgren,158733,0
9084,"Nita Lowey",Nita,M.,Lowey,,,1,D,1,Rep,HD-NY-17,4674617,26982,N00001024,Nita_Lowey,158987,0
9085,"Stephen Lynch",Stephen,F.,Lynch,,,1,D,1,Rep,HD-MA-8,1819740,4844,N00013855,Stephen_Lynch,195035,0
9086,"Carolyn Maloney",Carolyn,B.,Maloney,,,1,D,1,Rep,HD-NY-12,17658243,26978,N00000078,Carolyn_Maloney,158983,0
9089,"Betty McCollum",Betty,,McCollum,,,1,D,1,Rep,HD-MN-4,6428407,3812,N00012942,Betty_McCollum,195933,0
9090,"Jim McDermott",Jim,,McDermott,,,1,D,1,Rep,HD-WA-7,3526222,140387,N00009829,Jim_McDermott_(Alaska),159123,0
9095,"Gwen Moore",Gwen,,Moore,,,1,D,1,Rep,HD-WI-4,2653235,3457,N00026914,Gwen_Moore,199871,0
9099,"Jerrold Nadler",Jerrold,,Nadler,,,1,D,1,Rep,HD-NY-10,17658246,26980,N00000939,Jerrold_Nadler,158977,0
9100,"Eleanor Norton",Eleanor,Holmes,Norton,,,1,D,1,Rep,HD-DC,18929695,775,N00001692,Eleanor_Holmes_Norton,158782,0
9107,"Gary Peters",Gary,C.,Peters,,,1,D,2,Sen,HD-MI-14,363232,8749,N00029277,Gary_Peters,195614,0
9108,"Pedro Pierluisi",Pedro,R.,Pierluisi,,,6,N,1,Rep,HD-PR,0,110894,N00029168,Pedro_Pierluisi_Urrutia,0,0
9109,"Chellie Pingree",Chellie,,Pingree,,,1,D,1,Rep,HD-ME-1,1656640,6586,N00013817,Chellie_Pingree,267137,0
9110,"Jared Polis",Jared,,Polis,,,1,D,1,Rep,HD-CO-2,658962,106220,N00029127,Jared_Polis,267142,0
9112,"David Price",David,E.,Price,,,1,D,1,Rep,HD-NC-4,6891915,119,N00002260,David_Price,158937,0
9117,"Lucille Roybal-Allard",Lucille,,Roybal-Allard,,,1,D,1,Rep,HD-CA-40,12450156,26766,N00006671,Lucille_Roybal-Allard,158750,0
9118,"C.A. Ruppersberger",C.A.,Dutch,Ruppersberger,,,1,D,1,Rep,HD-MD-2,17658031,36130,N00025482,Dutch_Ruppersberger,120144,0
9119,"Bobby Rush",Bobby,L.,Rush,,,1,D,1,Rep,HD-IL-1,17657928,26831,N00004887,Bobby_Rush,158828,0
9120,"Tim Ryan",Tim,,Ryan,,,1,D,1,Rep,HD-OH-13,2850732,45638,N00025280,Tim_Ryan_(Ohio),208806,0
9121,"Linda Sanchez",Linda,T.,Sanchez,,,1,D,1,Rep,HD-CA-38,17657762,29674,N00024870,Linda_S%C3%A1nchez,211684,0
9122,"Loretta Sanchez",Loretta,,Sanchez,,,1,D,1,Rep,HD-CA-46,793908,203,N00008274,Loretta_Sanchez,158763,0
9123,"John Sarbanes",John,P.,Sarbanes,,,1,D,1,Rep,HD-MD-3,17658676,66575,N00027751,John_Sarbanes,248303,0
9124,"Adam Schiff",Adam,B.,Schiff,,,1,D,1,Rep,HD-CA-28,15203357,9489,N00009585,Adam_Schiff,193010,0
9126,"David Scott",David,,Scott,,,1,D,1,Rep,HD-GA-13,13011507,7826,N00024871,David_Scott_(Georgia),193670,0
9127,"Robert Scott",Robert,C.,Scott,,Bobby,1,D,1,Rep,HD-VA-3,17658728,173269,N00002147,Robert_Scott_(Delaware),159106,0
9128,"Jose Serrano",Jose,E.,Serrano,,,1,D,1,Rep,HD-NY-15,17391438,26981,N00001813,Jose_Serrano,158985,0
9131,"Albio Sires",Albio,,Sires,,,1,D,1,Rep,HD-NJ-8,6389364,22510,N00027523,Albio_Sires,197402,0
9133,"Louise Slaughter",Louise,McIntosh,Slaughter,,,1,D,1,Rep,HD-NY-25,17658702,26991,N00001311,Louise_Slaughter,158997,0
9134,"Jackie Speier",Jackie,,Speier,,,1,D,1,Rep,HD-CA-14,12997061,8425,N00029649,Jackie_Speier,192997,0
9137,"Bennie Thompson",Bennie,G.,Thompson,,,1,D,1,Rep,HD-MS-2,8348996,26929,N00003288,Bennie_Thompson,158929,0
9138,"Mike Thompson",Mike,,Thompson,,,1,D,1,Rep,HD-CA-5,1952480,3564,N00007419,Mike_Thompson_(California),158718,0
9140,"Dina Titus",Dina,,Titus,,,1,D,1,Rep,HD-NV-1,12996791,2629,N00030191,Dina_Titus,197530,0
9141,"Chris Van Hollen",Chris,,"Van Hollen",,,1,D,1,Rep,SD-MD,5552236,6098,N00013820,Chris_Van_Hollen,195215,0
9142,"Peter Visclosky",Peter,J.,Visclosky,,,1,D,1,Rep,HD-IN-1,16562743,26851,N00003813,Peter_Visclosky,158848,0
9143,"Timothy Walz",Timothy,J.,Walz,,,1,D,1,Rep,HD-MN-1,9202001,65443,N00027467,Tim_Walz,248305,0
9144,"Maxine Waters",Maxine,,Waters,,,1,D,1,Rep,HD-CA-43,1257359,26759,N00006690,Maxine_Waters,158752,0
9150,"John Yarmuth",John,A.,Yarmuth,,,1,D,1,Rep,HD-KY-3,7155937,58579,N00028073,John_Yarmuth,248302,0
9151,"Sanford Bishop",Sanford,D.,Bishop,Jr.,,1,D,1,Rep,HD-GA-2,5134027,26817,N00002674,Sanford_Bishop_Jr.,158808,0
9154,"Collin Peterson",Collin,C.,Peterson,,,1,D,1,Rep,HD-MN-7,16588347,26926,N00004558,Collin_Peterson,158917,0
9157,"Mario Diaz-Balart",Mario,,Diaz-Balart,,,2,R,1,Rep,HD-FL-21,12999048,24312,N00025337,Mario_Diaz-Balart,193508,0
9160,"James McGovern",James,P.,McGovern,,,1,D,1,Rep,HD-MA-2,17658594,552,N00000179,James_J._McGovern,158877,0
9161,"Gregory Meeks",Gregory,W.,Meeks,,,1,D,1,Rep,HD-NY-5,17658810,4360,N00001171,Gregory_Meeks,158975,0
9162,"Tim Murphy",Tim,,Murphy,,,2,R,1,Rep,HD-PA-18,0,9794,N00024992,Tim_Murphy_(Pennsylvania),198209,0
9164,"Ileana Ros-Lehtinen",Ileana,,Ros-Lehtinen,,,2,R,1,Rep,HD-FL-18,9685208,26815,N00002858,Ileana_Ros-Lehtinen,158801,0
9165,"Gregorio Sablan",Gregorio,,Sablan,,,3,I,1,Rep,HD-MP,0,110903,N00030418,Gregorio_Sablan,274097,0
9167,"Paul Tonko",Paul,D.,Tonko,,,1,D,1,Rep,HD-NY-20,4469600,4403,N00030196,Paul_Tonko,197757,0
9168,"Don Young",Don,,Young,,,2,R,1,Rep,HD-AK,17658637,26717,N00007999,Don_Young_(Alaska),158699,0
9171,"Joe Barton",Joe,,Barton,,,2,R,1,Rep,HD-TX-6,11211974,27082,N00005656,Joe_Barton,159076,0
9172,"Marsha Blackburn",Marsha,,Blackburn,,,2,R,1,Rep,SD-TN,6654369,25186,N00003105,Marsha_Blackburn,198986,0
9173,"Kevin Brady",Kevin,,Brady,,,2,R,1,Rep,HD-TX-8,11362722,361,N00005883,Kevin_Brady_(Texas),159078,0
9175,"Vern Buchanan",Vern,,Buchanan,,,2,R,1,Rep,HD-FL-16,17658661,66247,N00027626,Vern_Buchanan,250707,0
9176,"Michael Burgess",Michael,C.,Burgess,,,2,R,1,Rep,HD-TX-26,17658442,50120,N00025219,Michael_Burgess,211708,0
9177,"Michael Conaway","K. Michael",,Conaway,,,2,R,1,Rep,HD-TX-11,11428119,49935,N00026041,Mike_Conaway_(Texas),226553,0
9178,"Ander Crenshaw",Ander,,Crenshaw,,,2,R,1,Rep,HD-FL-4,17657418,31130,N00012739,Ander_Crenshaw,205747,0
9179,"John Culberson",John,Abney,Culberson,,,2,R,1,Rep,HD-TX-7,6646293,5488,N00009738,John_Culberson,199253,0
9181,"John Duncan",John,J.,Duncan,Jr.,,2,R,1,Rep,HD-TN-2,9391265,27069,N00003209,John_Duncan_Jr.,159063,0
9182,"Kay Granger",Kay,,Granger,,,2,R,1,Rep,HD-TX-12,17658723,334,N00008799,Kay_Granger,159082,0
9185,"Dean Heller",Dean,,Heller,,,2,R,2,Sen,SD-NV,6596477,2291,N00027522,Dean_Heller,218940,0
9186,"Jeb Hensarling",Jeb,,Hensarling,,,2,R,1,Rep,HD-TX-5,17658386,49827,N00024922,Jeb_Hensarling,211722,0
9188,"Sam Johnson",Sam,,Johnson,,,2,R,1,Rep,HD-TX-3,17658383,27079,N00008028,Sam_Johnson_(Texas_congressman),159073,0
9191,"Kenny Marchant",Kenny,,Marchant,,,2,R,1,Rep,HD-TX-24,13007002,5549,N00026710,Kenny_Marchant,199221,0
9192,"Michael McCaul",Michael,T.,McCaul,,,2,R,1,Rep,HD-TX-10,15456789,49210,N00026460,Michael_McCaul,226551,0
9193,"Cathy McMorris Rodgers",Cathy,,"McMorris Rodgers",,,2,R,1,Rep,HD-WA-5,2941046,3217,N00026314,Cathy_McMorris_Rodgers,199779,0
9194,"Jeff Miller",Jeff,,Miller,,,2,R,1,Rep,HD-FL-1,17657833,17276,N00013846,Jeff_Miller_(Nevada),209116,0
9195,"Randy Neugebauer",Randy,,Neugebauer,,,2,R,1,Rep,HD-TX-19,17658627,49522,N00026043,Randy_Neugebauer,216187,0
9197,"Bill Posey",Bill,,Posey,,,2,R,1,Rep,HD-FL-8,12998616,24280,N00029662,Bill_Posey,193543,0
9199,"David Reichert",David,G.,Reichert,,,2,R,1,Rep,HD-WA-8,3576336,51346,N00026885,Dave_Reichert,226565,0
9200,"Pete Sessions",Pete,,Sessions,,,2,R,1,Rep,HD-TX-32,10838573,288,N00005681,Pete_Sessions,159075,0
9201,"Adam Smith",Adam,,Smith,,,1,D,1,Rep,HD-WA-9,17658734,845,N00007833,Adam_Smith_(Washington),159125,0
9202,"Lamar Smith",Lamar,,Smith,,,2,R,1,Rep,HD-TX-21,17658727,27097,N00001811,Lamar_Smith,159091,0
9209,"Gus Bilirakis",Gus,M.,Bilirakis,,,2,R,1,Rep,HD-FL-12,12998704,17318,N00027462,Gus_Bilirakis,193559,0
9210,"John Boozman",John,,Boozman,,,2,R,2,Sen,HD-AR-3,9687692,27958,N00013873,John_Boozman,209930,0
9211,"Ken Calvert",Ken,,Calvert,,,2,R,1,Rep,HD-CA-42,2378663,26777,N00007099,Ken_Calvert,158760,0
9212,"Shelley Capito",Shelley,Moore,Capito,,,2,R,2,Sen,HD-WV-2,6651319,11701,N00009771,Shelley_Moore_Capito,200084,0
9213,"Tom Cole",Tom,,Cole,,,2,R,1,Rep,HD-OK-4,14964187,46034,N00025726,Tom_Cole_(Oklahoma),211693,0
9214,"John Fleming",John,,Fleming,,,2,R,1,Rep,HD-LA-4,17660695,108811,N00029679,John_Fleming_(Louisiana),266860,0
9215,"Jeff Fortenberry",Jeff,,Fortenberry,,,2,R,1,Rep,HD-NE-1,17658605,41929,N00026631,Jeff_Fortenberry,226527,0
9216,"Robert Latta",Robert,E.,Latta,,,2,R,1,Rep,HD-OH-5,3428798,9926,N00012233,Bob_Latta,209172,0
9217,"Tom McClintock",Tom,,McClintock,,,2,R,1,Rep,HD-CA-4,2481759,9715,N00006863,Tom_McClintock,193067,0
9219,"John Mica",John,L.,Mica,,,2,R,1,Rep,HD-FL-7,16307740,26805,N00002793,John_Mica,158790,0
9220,"Mike D. Rogers",Mike,D.,Rogers,,,2,R,1,Rep,HD-AL-3,6571477,5705,N00024759,Mike_Rogers_(Alabama),192661,0
9222,"Michael Simpson",Michael,K.,Simpson,,,2,R,1,Rep,HD-ID-2,7913824,2917,N00006263,Michael_Simpson_(Idaho),158827,0
9225,"Mike Coffman",Mike,,Coffman,,,2,R,1,Rep,HD-CO-6,12998053,1535,N00024753,Mike_Coffman_(Colorado),251692,0
9228,"Duncan Hunter",Duncan,D.,Hunter,,,2,R,1,Rep,HD-CA-50,17658760,104308,N00029258,Duncan_Hunter,272496,0
9231,"Edward Royce",Edward,R.,Royce,,,2,R,1,Rep,HD-CA-39,390709,70848,N00008264,Edward_Royce,158756,0
9232,"James Sensenbrenner","F. James",,Sensenbrenner,Jr.,,2,R,1,Rep,HD-WI-5,3273057,27142,N00004291,Jim_Sensenbrenner,159134,0
9233,"Grace Napolitano",Grace,F.,Napolitano,,,1,D,1,Rep,HD-CA-32,774257,8393,N00006789,Grace_Napolitano,158751,0
9234,"Judy Chu",Judy,,Chu,,,1,D,1,Rep,HD-CA-27,1258090,16539,N00030600,Judy_Chu,209456,0
9237,"Christopher Smith",Christopher,H.,Smith,,,2,R,1,Rep,HD-NJ-4,17658186,26952,N00009816,Chris_Smith_(New_Jersey),158955,0
9243,"Rob Bishop",Rob,,Bishop,,,2,R,1,Rep,HD-UT-1,15107372,50544,N00025292,Rob_Bishop,211710,0
9244,"Roy Blunt",Roy,,Blunt,,,2,R,2,Sen,HD-MO-7,3837002,418,N00005195,Roy_Blunt,158925,0
9247,"Charles Boustany",Charles,W.,Boustany,Jr.,,2,R,1,Rep,HD-LA-3,422681,35514,N00026595,Charles_Boustany_Jr.,228684,0
9254,"John Carter",John,R.,Carter,,,2,R,1,Rep,HD-TX-31,17658461,49296,N00025095,John_Carter_(Texas),211726,0
9255,"Bill Cassidy",Bill,,Cassidy,,,2,R,2,Sen,HD-LA-6,6673315,69494,N00030245,Bill_Cassidy,266763,0
9257,"Jason Chaffetz",Jason,,Chaffetz,,,2,R,1,Rep,HD-UT-3,9875071,103482,N00028958,Jason_Chaffetz,239356,0
9261,"Joseph Crowley",Joseph,,Crowley,,,1,D,1,Rep,HD-NY-14,4876353,4295,N00001127,Joseph_Crowley,158976,0
9264,"Charles Dent",Charles,W.,Dent,,,2,R,1,Rep,HD-PA-15,6568974,9121,N00026171,Charlie_Dent,198188,0
9265,"Joe Donnelly",Joe,,Donnelly,,,1,D,2,Sen,SD-IN,7409487,34212,N00026586,Joe_Donnelly,248299,0
9269,"Virginia Foxx",Virginia,,Foxx,,,2,R,1,Rep,HD-NC-5,6285984,6051,N00026166,Virginia_Foxx,196515,0
9270,"Rodney Frelinghuysen",Rodney,P.,Frelinghuysen,,,2,R,1,Rep,HD-NJ-11,6513034,22177,N00000684,Rodney_Frelinghuysen,158962,0
9271,"Scott Garrett",Scott,,Garrett,,,2,R,1,Rep,HD-NJ-5,6586028,4430,N00000743,Scott_Garrett_(New_Jersey),211686,0
9273,"Sam Graves",Sam,,Graves,,,2,R,1,Rep,HD-MO-6,3836803,9425,N00013323,Sam_Graves,195969,0
9274,"Brett Guthrie",Brett,,Guthrie,,,2,R,1,Rep,HD-KY-2,6573540,18829,N00029675,Brett_Guthrie,194385,0
9279,"Darrell Issa",Darrell,E.,Issa,,,2,R,1,Rep,HD-CA-49,61054,16553,N00007017,Darrell_Issa,205554,0
