people_id,name,first_name,middle_name,last_name,suffix,nickname,party_id,party,role_id,role,district,followthemoney_eid,votesmart_id,opensecrets_id,ballotpedia,knowwho_pid,committee_id
9280,"Lynn Jenkins",Lynn,,Jenkins,,,2,R,1,Rep,HD-KS-2,6612389,18594,N00029077,Lynn_Jenkins,208581,0
9282,"Walter Jones",Walter,B.,Jones,Jr.,,2,R,1,Rep,HD-NC-3,17658130,21785,N00002299,Walter_Jones,158936,0
9283,"Peter King",Peter,T.,King,,,2,R,1,Rep,HD-NY-2,17658227,26968,N00001193,Peter_King,158972,0
9284,"Steve King",Steve,,King,,,2,R,1,Rep,HD-IA-4,6587767,10853,N00025237,Steve_King_(Iowa),193968,0
9285,"Ann Kirkpatrick",Ann,,Kirkpatrick,,,1,D,1,Rep,HD-AZ-1,6459062,28425,N00029260,Ann_Kirkpatrick,227470,0
9287,"John Kline",John,,Kline,,,2,R,1,Rep,HD-MN-2,17658796,20311,N00004436,John_Kline,211681,0
9289,"Leonard Lance",Leonard,,Lance,,,2,R,1,Rep,HD-NJ-7,13008942,4443,N00000898,Leonard_Lance,197381,0
9293,"Frank LoBiondo",Frank,A.,LoBiondo,,,2,R,1,Rep,HD-NJ-2,17658180,21890,N00000851,Frank_LoBiondo,158953,0
9294,"Frank Lucas",Frank,D.,Lucas,,,2,R,1,Rep,HD-OK-3,17658609,27032,N00005559,Frank_Lucas,159025,0
9295,"Blaine Luetkemeyer",Blaine,,Luetkemeyer,,,2,R,1,Rep,HD-MO-3,4243467,20400,N00030026,Blaine_Luetkemeyer,196108,0
9296,"Cynthia Lummis",Cynthia,M.,Lummis,,,2,R,1,Rep,HD-WY,6365823,15546,N00029788,Cynthia_Lummis,240578,0
9302,"Candice Miller",Candice,S.,Miller,,,2,R,1,Rep,HD-MI-10,13010776,2062,N00009795,Candice_Miller,211716,0
9305,"Jerry Moran",Jerry,,Moran,,,2,R,2,Sen,HD-KS-1,19889609,542,N00005282,Jerry_Moran,158858,0
9307,"Richard Neal",Richard,E.,Neal,,,1,D,1,Rep,HD-MA-1,17441075,26895,N00000153,Richard_Neal,158876,0
9308,"Erik Paulsen",Erik,,Paulsen,,,2,R,1,Rep,HD-MN-3,17658795,3833,N00029391,Erik_Paulsen,195908,0
9309,"Ed Perlmutter",Ed,,Perlmutter,,,1,D,1,Rep,HD-CO-7,6276954,2653,N00027510,Ed_Perlmutter,193129,0
9311,"Ted Poe",Ted,,Poe,,,2,R,1,Rep,HD-TX-2,16584997,49198,N00026457,Ted_Poe,226545,0
9312,"Mike Quigley",Mike,,Quigley,,,1,D,1,Rep,HD-IL-5,8785226,83310,N00030581,Mike_Quigley,277349,0
9315,"David Roe",David,P.,Roe,,,2,R,1,Rep,HD-TN-1,2886736,65306,N00028463,Phil_Roe,267171,0
9316,"Thomas Rooney",Thomas,J.,Rooney,,,2,R,1,Rep,HD-FL-17,0,107800,N00029018,Thomas_Rooney_(Florida),267175,0
9320,"Aaron Schock",Aaron,,Schock,,,2,R,1,Rep,HD-IL-18,6656178,33428,N00029273,Aaron_Schock,228382,0
9321,"Kurt Schrader",Kurt,,Schrader,,,1,D,1,Rep,HD-OR-5,22206618,10813,N00030071,Kurt_Schrader,198136,0
9322,"John Shimkus",John,,Shimkus,,,2,R,1,Rep,HD-IL-15,17657969,246,N00004961,John_Shimkus,158847,0
9323,"Bill Shuster",Bill,,Shuster,,,2,R,1,Rep,HD-PA-9,17658321,55693,N00013770,Bill_Shuster,209249,0
9324,"Adrian Smith",Adrian,,Smith,,,2,R,1,Rep,HD-NE-3,6558263,21284,N00027623,Adrian_Smith,196871,0
9329,"Glenn Thompson",Glenn,,Thompson,,,2,R,1,Rep,HD-PA-5,4811486,24046,N00029736,Glenn_Thompson_(Pennsylvania),267269,0
9330,"Mac Thornberry",Mac,,Thornberry,,,2,R,1,Rep,HD-TX-13,17658625,21706,N00006052,Mac_Thornberry,159083,0
9332,"Patrick Tiberi",Patrick,J.,Tiberi,,,2,R,1,Rep,HD-OH-12,2781461,8404,N00009699,Patrick_Tiberi,197859,0
9333,"Michael Turner",Michael,R.,Turner,,,2,R,1,Rep,HD-OH-10,17658265,45519,N00025175,Michael_Turner_(Ohio),211690,0
9334,"Fred Upton",Fred,,Upton,,,2,R,1,Rep,HD-MI-6,2001367,26906,N00004133,Fred_Upton,158900,0
9335,"Greg Walden",Greg,,Walden,,,2,R,1,Rep,HD-OR-2,3106417,2979,N00007690,Greg_Walden,159027,0
9337,"Joe Wilson",Joe,,Wilson,,,2,R,1,Rep,HD-SC-2,6644962,3985,N00024809,Joe_Wilson_(South_Carolina),198713,0
9340,"Jim Costa",Jim,,Costa,,,1,D,1,Rep,HD-CA-16,732074,3577,N00026341,Jim_Costa,193005,0
9341,"Louie Gohmert",Louie,,Gohmert,,,2,R,1,Rep,HD-TX-1,11600094,50029,N00026148,Louie_Gohmert,226543,0
9343,"Dana Rohrabacher",Dana,,Rohrabacher,,,2,R,1,Rep,HD-CA-48,9685202,26763,N00007151,Dana_Rohrabacher,158762,0
9344,"Peter Roskam",Peter,J.,Roskam,,,2,R,1,Rep,HD-IL-6,3052886,6382,N00004719,Peter_Roskam,208702,0
9345,"Lynn Westmoreland",Lynn,A.,Westmoreland,,,2,R,1,Rep,HD-GA-3,12999261,8001,N00026163,Lynn_Westmoreland,193800,0
9346,"Robert Aderholt",Robert,B.,Aderholt,,,2,R,1,Rep,HD-AL-4,6307650,441,N00003028,Robert_Aderholt,158703,0
9351,"John Boehner",John,A.,Boehner,,,2,R,1,Rep,HD-OH-8,10184574,27015,N00003675,John_Boehner,159008,0
9357,"Jeff Flake",Jeff,,Flake,,,2,R,2,Sen,SD-AZ,8753041,28128,N00009573,Jeff_Flake,205546,0
9358,"Randy Forbes","J. Randy",,Forbes,,,2,R,1,Rep,HD-VA-4,17658520,5146,N00013799,Randy_Forbes,199396,0
9359,"Trent Franks",Trent,,Franks,,,2,R,1,Rep,HD-AZ-8,1448924,28399,N00006423,Trent_Franks,211720,0
9360,"John Garamendi",John,,Garamendi,,,1,D,1,Rep,HD-CA-3,12997062,29664,N00030856,John_Garamendi,240331,0
9362,"Bob Goodlatte",Bob,,Goodlatte,,,2,R,1,Rep,HD-VA-6,17658523,27116,N00009154,Bob_Goodlatte,159109,0
9363,"Gregg Harper",Gregg,,Harper,,,2,R,1,Rep,HD-MS-3,17658799,101985,N00029632,Gregg_Harper,266921,0
9365,"Jim Jordan",Jim,,Jordan,,,2,R,1,Rep,HD-OH-4,13004893,8158,N00027894,Jim_Jordan_(Ohio),197920,0
9367,"Mark Kirk",Mark,Steven,Kirk,,,2,R,2,Sen,SD-IL,19889347,33502,N00012539,Mark_Kirk,205758,0
9368,"Doug Lamborn",Doug,,Lamborn,,,2,R,1,Rep,HD-CO-5,6368620,2698,N00028133,Doug_Lamborn,193118,0
9371,"Kevin McCarthy",Kevin,,McCarthy,,,2,R,1,Rep,HD-CA-23,331199,28918,N00028152,Kevin_McCarthy_(California),211752,0
9372,"Patrick McHenry",Patrick,T.,McHenry,,,2,R,1,Rep,HD-NC-10,6009425,21031,N00026627,Patrick_McHenry,212009,0
9375,"Devin Nunes",Devin,,Nunes,,,2,R,1,Rep,HD-CA-22,2429326,16725,N00007248,Devin_Nunes,211691,0
9376,"Pete Olson",Pete,,Olson,,,2,R,1,Rep,HD-TX-22,17658836,102008,N00029285,Pete_Olson,164975,0
9378,"Joseph Pitts",Joseph,R.,Pitts,,,2,R,1,Rep,HD-PA-16,17658715,265,N00001633,Joseph_Pitts_(Pennsylvania),159046,0
9379,"Tom Price",Tom,,Price,,,2,R,1,Rep,HD-GA-6,7844765,11853,N00026160,Tom_Price_(Georgia),193697,0
9381,"Harold Rogers",Harold,,Rogers,,,2,R,1,Rep,HD-KY-5,17657470,26875,N00003473,Hal_Rogers,158866,0
9383,"Paul Ryan",Paul,D.,Ryan,,,2,R,1,Rep,HD-WI-1,7432657,26344,N00004357,Paul_Ryan,159126,0
9384,"Steve Scalise",Steve,,Scalise,,,2,R,1,Rep,HD-LA-1,6627583,9026,N00009660,Steve_Scalise,194976,0
9388,"Ed Whitfield",Ed,,Whitfield,,,2,R,1,Rep,HD-KY-1,9240216,21873,N00003467,Ed_Whitfield,158862,0
9389,"Robert Wittman",Robert,J.,Wittman,,,2,R,1,Rep,HD-VA-1,6666723,58133,N00029459,Rob_Wittman,241260,0
9394,"Nancy Pelosi",Nancy,,Pelosi,,,1,D,1,Rep,HD-CA-12,2022063,26732,n00007360,Nancy_Pelosi,158725,0
9395,"Theodore Deutch",Theodore,E.,Deutch,,,1,D,1,Rep,HD-FL-21,6467543,67151,N00031317,Theodore_O._Rogers,248601,0
9398,"Harry Reid",Harry,,Reid,,,1,D,2,Sen,SD-NV,18930590,53320,N00009922,Harry_Reid,165257,0
9401,"Barbara Boxer",Barbara,,Boxer,,,1,D,2,Sen,SD-CA,2545581,53274,N00006692,Barbara_Boxer,165202,0
9402,"Sherrod Brown",Sherrod,,Brown,,,1,D,2,Sen,SD-OH,3439679,27018,N00003535,Sherrod_Brown,159013,0
9403,"Robert Casey",Robert,P.,Casey,Jr.,Bob,1,D,2,Sen,SD-PA,5967054,2541,N00027503,Robert_Casey_(Pennsylvania),240529,0
9405,"Richard Durbin",Richard,,Durbin,,,1,D,2,Sen,SD-IL,3414130,26847,N00004981,Dick_Durbin,165219,0
9408,"Amy Klobuchar",Amy,,Klobuchar,,,1,D,2,Sen,SD-MN,17659011,65092,N00027500,Amy_Klobuchar,248506,0
9412,"Claire McCaskill",Claire,,McCaskill,,,1,D,2,Sen,SD-MO,4742989,2109,N00027694,Claire_McCaskill,240412,0
9413,"Robert Menendez",Robert,,Menendez,,,1,D,2,Sen,SD-NJ,17659015,26961,N00000699,Bob_Menendez,158964,0
9414,"Charles Schumer",Charles,E.,Schumer,,Chuck,1,D,2,Sen,SD-NY,19890086,26976,N00001093,Chuck_Schumer,165260,0
9415,"Debbie Stabenow",Debbie,,Stabenow,,,1,D,2,Sen,SD-MI,10688869,515,N00004118,Debbie_Stabenow,205511,0
9416,"Barbara Mikulski",Barbara,A.,Mikulski,,,1,D,2,Sen,SD-MD,19889207,53304,N00001945,Barbara_Mikulski,165232,0
9417,"Ron Wyden",Ron,,Wyden,,,1,D,2,Sen,SD-OR,5397600,27036,N00007724,Ron_Wyden,165265,0
9422,"Jeanne Shaheen",Jeanne,,Shaheen,,,1,D,2,Sen,SD-NH,2227644,1663,N00024790,Jeanne_Shaheen,209675,0
9423,"Dianne Feinstein",Dianne,,Feinstein,,,1,D,2,Sen,SD-CA,26294,53273,N00007364,Dianne_Feinstein,165201,0
9424,"Patrick Leahy",Patrick,J.,Leahy,,,1,D,2,Sen,SD-VT,19890007,53353,N00009918,Patrick_Leahy_(Vermont),165283,0
9425,"Thomas Carper",Thomas,R.,Carper,,,1,D,2,Sen,SD-DE,8428238,22421,N00012508,Tom_Carper,205484,0
9427,"Maria Cantwell",Maria,,Cantwell,,,1,D,2,Sen,SD-WA,3465258,27122,N00007836,Maria_Cantwell,205537,0
9428,"Lamar Alexander",Lamar,,Alexander,,,2,R,2,Sen,SD-TN,2116345,15691,N00009888,Lamar_Alexander,211704,0
9429,"Bob Corker",Bob,,Corker,,,2,R,2,Sen,SD-TN,9471242,65905,N00027441,Bob_Corker,248423,0
9431,"Patty Murray",Patty,,Murray,,,1,D,2,Sen,SD-WA,18930579,53358,N00007876,Patty_Murray,165286,0
9432,"Bill Nelson",Bill,,Nelson,,,1,D,2,Sen,SD-FL,6416097,1606,N00009926,Bill_Nelson_(Florida),205493,0
9434,"Bernard Sanders",Bernard,,Sanders,,,3,I,2,Sen,SD-VT,9960190,27110,N00000528,Bernie_Sanders,159116,0
9441,"Benjamin Cardin",Benjamin,L.,Cardin,,,1,D,2,Sen,SD-MD,8046162,26888,N00001955,Ben_Cardin,158887,0
9443,"Sheldon Whitehouse",Sheldon,,Whitehouse,,,1,D,2,Sen,SD-RI,373538,2572,N00027533,Sheldon_Whitehouse,248425,0
9444,"John Cornyn",John,,Cornyn,,,2,R,2,Sen,SD-TX,6646197,15375,N00024852,John_Cornyn,211675,0
9445,"Mike Crapo",Mike,,Crapo,,,2,R,2,Sen,SD-ID,19890076,26830,N00006267,Mike_Crapo,165218,0
9448,"John McCain",John,,McCain,,,2,R,2,Sen,SD-AZ,19897785,53270,N00006424,John_McCain,165199,0
9450,"Johnny Isakson",Johnny,,Isakson,,,2,R,2,Sen,SD-GA,7238922,1721,N00002593,Johnny_Isakson,158812,0
9452,"Michael Enzi",Michael,B.,Enzi,,,2,R,2,Sen,SD-WY,6651769,558,N00006249,Mike_Enzi,165292,0
9455,"Jeff Sessions",Jeff,,Sessions,,,2,R,2,Sen,SD-AL,22025634,443,N00003062,Jeff_Sessions,165196,0
9456,"David Vitter",David,,Vitter,,,2,R,2,Sen,SD-LA,19890121,4615,N00009659,David_Vitter,158868,0
9459,"Susan Collins",Susan,M.,Collins,,,2,R,2,Sen,SD-ME,10045641,379,N00000491,Susan_Collins_(Maine),165234,0
9460,"Jack Reed",Jack,,Reed,,,1,D,2,Sen,SD-RI,5584992,27060,N00000362,Jack_Reed,165269,0
9463,"Michael Bennet",Michael,F.,Bennet,,,1,D,2,Sen,SD-CO,5995587,110942,N00030608,Michael_Bennet,274906,0
9469,"Jeff Merkley",Jeff,,Merkley,,,1,D,2,Sen,SD-OR,13005237,23644,N00029303,Jeff_Merkley,198129,0
9471,"Jon Tester",Jon,,Tester,,,1,D,2,Sen,SD-MT,7974707,20928,N00027605,Jon_Tester,196276,0
9472,"Tom Udall",Tom,,Udall,,,1,D,2,Sen,SD-NM,1864753,22658,N00006561,Tom_Udall,158967,0
9473,"Mark Warner",Mark,R.,Warner,,,1,D,2,Sen,SD-VA,6003122,535,N00002097,Mark_Warner,210000,0
9476,"Al Franken",Al,,Franken,,,1,D,2,Sen,SD-MN,1646379,108924,N00029016,Al_Franken,266864,0
9478,"James Inhofe",James,M.,Inhofe,,,2,R,2,Sen,SD-OK,10938141,27027,N00005582,Jim_Inhofe,165264,0
9482,"Pat Roberts",Pat,,Roberts,,,2,R,2,Sen,SD-KS,16368473,26866,N00005285,Pat_Roberts,165224,0
9483,"John Barrasso",John,,Barrasso,,,2,R,2,Sen,SD-WY,10154698,52662,N00006236,John_Barrasso,214311,0
9484,"Chuck Grassley",Chuck,,Grassley,,,2,R,2,Sen,SD-IA,6338995,53293,N00001758,Chuck_Grassley,165215,0
9486,"Richard Burr",Richard,,Burr,,,2,R,2,Sen,SD-NC,6860429,21787,N00002221,Richard_Burr,158938,0
9487,"Thad Cochran",Thad,,Cochran,,,2,R,2,Sen,SD-MS,10931178,53312,N00003328,Thad_Cochran,165241,0
9488,"Lindsey Graham",Lindsey,,Graham,,,2,R,2,Sen,SD-SC,8463292,21992,N00009975,Lindsey_Graham,159057,0
9489,"Orrin Hatch",Orrin,G.,Hatch,,,2,R,2,Sen,SD-UT,1673075,53352,N00009869,Orrin_Hatch,165279,0
9491,"Lisa Murkowski",Lisa,,Murkowski,,,2,R,2,Sen,SD-AK,6604204,15841,N00026050,Lisa_Murkowski,192554,0
9492,"John Thune",John,,Thune,,,2,R,2,Sen,SD-SD,19897787,398,N00004572,John_Thune,159061,0
9493,"Roger Wicker",Roger,F.,Wicker,,,2,R,2,Sen,SD-MS,17659028,21926,N00003280,Roger_Wicker,158928,0
9496,"James Risch",James,E.,Risch,,,2,R,2,Sen,SD-ID,6576171,2919,N00029441,Jim_Risch,213702,0
9497,"Mitch McConnell",Mitch,,McConnell,,,2,R,2,Sen,SD-KY,9284790,53298,N00003389,Mitch_McConnell,165225,0
9500,"Richard Shelby",Richard,C.,Shelby,,,2,R,2,Sen,SD-AL,7384087,53266,N00009920,Richard_Shelby,165195,0
9549,"Tom Graves",Tom,,Graves,,,2,R,1,Rep,HD-GA-14,6801736,31969,N00030788,Tom_Graves,211906,0
9624,"Christopher Coons",Christopher,A.,Coons,,,1,D,2,Sen,SD-DE,5584171,122834,N00031820,Chris_Coons,286419,0
9625,"Joe Manchin",Joe,,Manchin,III,,1,D,2,Sen,SD-WV,7573477,7547,N00032838,Joe_Manchin_III,219013,0
9630,"Tom Reed",Tom,,Reed,II,,2,R,1,Rep,HD-NY-23,17657549,127046,N00030949,Tom_Reed_(New_York),284901,0
11040,"Diane Black",Diane,,Black,,,2,R,1,Rep,HD-TN-6,9363448,25292,N00031539,Diane_Black,199041,0
11041,"Mo Brooks",Mo,,Brooks,,,2,R,1,Rep,HD-AL-5,6668470,121610,N00030910,Mo_Brooks,283897,0
11042,"Larry Bucshon",Larry,,Bucshon,,,2,R,1,Rep,HD-IN-8,7004017,120335,N00031227,Larry_Bucshon,284631,0
11045,"Steve Chabot",Steve,,Chabot,,,2,R,1,Rep,HD-OH-1,16571277,21790,N00003689,Steve_Chabot,159001,0
11047,"Eric Crawford",Eric,A.,Crawford,,Rick,2,R,1,Rep,HD-AR-1,17657353,119208,N00030770,Rick_Crawford_(Arkansas),283914,0
11048,"Sean Duffy",Sean,P.,Duffy,,,2,R,1,Rep,HD-WI-7,2928087,126238,N00030967,Sean_Duffy,284580,0
11049,"Jeff Duncan",Jeff,,Duncan,,,2,R,1,Rep,HD-SC-3,8045191,47967,N00030752,Jeff_Duncan_(South_Carolina),213970,0
11050,"Renee Ellmers",Renee,L.,Ellmers,,,2,R,1,Rep,HD-NC-2,5877139,120897,N00031513,Renee_Ellmers,286876,0
11051,"Bill Flores",Bill,,Flores,,,2,R,1,Rep,HD-TX-17,17657601,116906,N00031545,Bill_Flores,287157,0
11052,"Cory Gardner",Cory,,Gardner,,,2,R,2,Sen,SD-CO,5988870,30004,N00030780,Cory_Gardner,210102,0
11053,"Bob Gibbs",Bob,,Gibbs,,,2,R,1,Rep,HD-OH-7,3104545,45466,N00031128,Bob_Gibbs,212534,0
11054,"Paul Gosar",Paul,A.,Gosar,,,2,R,1,Rep,HD-AZ-4,8461058,123491,N00030771,Paul_Gosar,283933,0
11055,"Trey Gowdy",Trey,,Gowdy,,,2,R,1,Rep,HD-SC-4,8346850,121782,N00030880,Trey_Gowdy,285066,0
11056,"Vicky Hartzler",Vicky,,Hartzler,,,2,R,1,Rep,HD-MO-4,955870,8783,N00031005,Vicky_Hartzler,284768,0
11057,"Tim Huelskamp",Tim,,Huelskamp,,,2,R,1,Rep,HD-KS-1,6625753,12571,N00027649,Tim_Huelskamp,194590,0
11058,"Bill Huizenga",Bill,,Huizenga,,,2,R,1,Rep,HD-MI-2,6574786,38351,N00030673,Bill_Huizenga,288017,0
11059,"Bill Johnson",Bill,,Johnson,,,2,R,1,Rep,HD-OH-6,17657550,120649,N00032088,Bill_Johnson_(Ohio),287357,0
11060,"Adam Kinzinger",Adam,,Kinzinger,,,2,R,1,Rep,HD-IL-16,17657449,116559,N00030667,Adam_Kinzinger,284452,0
11061,"James Lankford",James,,Lankford,,,2,R,2,Sen,HD-OK-5,17657561,124938,N00031129,James_Lankford,284972,0
11062,"Billy Long",Billy,,Long,,,2,R,1,Rep,HD-MO-7,4394340,123401,N00030676,Billy_Long,284784,0
11063,"David McKinley",David,B.,McKinley,,,2,R,1,Rep,HD-WV-1,7565199,117396,N00031681,David_McKinley,284510,0
11064,"Mick Mulvaney",Mick,,Mulvaney,,,2,R,1,Rep,HD-SC-5,6670008,60348,N00031412,Mick_Mulvaney,249811,0
11065,"Alan Nunnelee",Alan,,Nunnelee,,,2,R,1,Rep,HD-MS-1,6611728,8326,N00031006,Alan_Nunnelee,196176,0
11066,"Stevan Pearce",Stevan,,Pearce,,,2,R,1,Rep,HD-NM-2,6638679,10655,N00012672,Steve_Pearce,310708,0
11067,"Mike Pompeo",Mike,,Pompeo,,,2,R,1,Rep,HD-KS-4,8842438,125023,N00030744,Mike_Pompeo,284661,0
11069,"James Renacci",James,B.,Renacci,,,2,R,1,Rep,HD-OH-16,2900801,120678,N00031127,Jim_Renacci,284934,0
11070,"Reid Ribble",Reid,J.,Ribble,,,2,R,1,Rep,HD-WI-8,3175147,126240,N00030968,Reid_Ribble,284578,0
11071,"Scott Rigell","E. Scott",,Rigell,,,2,R,1,Rep,HD-VA-2,5724006,121807,N00030962,Scott_Rigell,285282,0
11072,"Todd Rokita",Todd,,Rokita,,,2,R,1,Rep,HD-IN-4,6592215,34167,N00031741,Todd_Rokita,218889,0
11073,"Dennis Ross",Dennis,,Ross,,,2,R,1,Rep,HD-FL-15,451808,12813,N00030645,Dennis_Ross,205890,0
11074,"Tim Scott",Tim,,Scott,,,2,R,2,Sen,HD-SC-1,6644860,11940,N00031782,Tim_Scott,272024,0
11076,"Marlin Stutzman",Marlin,A.,Stutzman,,,2,R,1,Rep,HD-IN-3,7399460,34230,N00030891,Marlin_Stutzman,212345,0
11077,"Tim Walberg",Tim,,Walberg,,,2,R,1,Rep,HD-MI-7,200642,8618,N00026368,Tim_Walberg,248304,0
11080,"Todd Young",Todd,C.,Young,,,2,R,1,Rep,SD-IN,7157141,120345,N00030670,Todd_Young,284637,0
11099,"Steve Womack",Steve,,Womack,,,2,R,1,Rep,HD-AR-3,9604218,71815,N00031857,Steve_Womack,285713,0
11100,"Rob Woodall",Rob,,Woodall,,,2,R,1,Rep,HD-GA-7,17657434,122251,N00032416,Rob_Woodall,286515,0
11120,"Lou Barletta",Lou,,Barletta,,,2,R,1,Rep,HD-PA-11,14995487,47143,N00025495,Lou_Barletta,266703,0
11122,"Dan Benishek",Dan,,Benishek,,,2,R,1,Rep,HD-MI-1,15406839,123056,N00031934,Dan_Benishek,286706,0
11123,"Jeff Denham",Jeff,,Denham,,,2,R,1,Rep,HD-CA-10,13008566,28769,N00031593,Jeff_Denham,211732,0
11124,"Scott DesJarlais",Scott,,DesJarlais,,,2,R,1,Rep,HD-TN-4,16586618,123473,N00030957,Scott_DesJarlais,285129,0
11126,"Robert Dold",Robert,J.,Dold,,,2,R,1,Rep,HD-IL-10,3286452,116548,N00031103,Robert_Dold,284445,0
11127,"Blake Farenthold",Blake,,Farenthold,,,2,R,1,Rep,HD-TX-27,15084130,116919,N00031672,Blake_Farenthold,287179,0
11128,"Michael Fitzpatrick",Michael,G.,Fitzpatrick,,,2,R,1,Rep,HD-PA-8,15240412,46971,N00027229,Michael_G._Fitzpatrick,226535,0
11129,"Charles Fleischmann",Charles,J.,Fleischmann,,Chuck,2,R,1,Rep,HD-TN-3,9391800,123456,N00030815,Charles_Fleischmann,285119,0
11130,"Christopher Gibson",Christopher,P.,Gibson,,,2,R,1,Rep,HD-NY-19,4739823,127042,N00031998,Chris_Gibson,287304,0
11132,"Morgan Griffith","H. Morgan",,Griffith,,,2,R,1,Rep,HD-VA-9,6276976,5148,N00032029,Morgan_Griffith,199430,0
11133,"Richard Hanna",Richard,L.,Hanna,,,2,R,1,Rep,HD-NY-22,4744200,110344,N00030197,Richard_Hanna,266914,0
11135,"Jaime Herrera Beutler",Jaime,,"Herrera Beutler",,,2,R,1,Rep,HD-WA-3,2951218,101907,N00031559,Jaime_Herrera_Beutler,229353,0
11136,"Randy Hultgren",Randy,,Hultgren,,,2,R,1,Rep,HD-IL-14,2767639,18199,N00031104,Randy_Hultgren,194314,0
11137,"Mike Kelly",Mike,,Kelly,,,2,R,1,Rep,HD-PA-3,5007914,119463,N00031647,Mike_Kelly_(Pennsylvania),286955,0
11138,"Raul Labrador",Raul,R.,Labrador,,,2,R,1,Rep,HD-ID-1,12999774,57391,N00031377,Raul_Labrador,249702,0
11139,"Tom Marino",Tom,,Marino,,,2,R,1,Rep,HD-PA-10,17657570,119478,N00031777,Tom_Marino,286966,0
11140,"Patrick Meehan",Patrick,,Meehan,,,2,R,1,Rep,HD-PA-7,17657569,119474,N00031134,Patrick_Meehan,284999,0
11141,"Richard Nugent",Richard,,Nugent,,,2,R,1,Rep,HD-FL-11,17657419,124333,N00032441,Richard_Nugent,288066,0
11143,"Steve Stivers",Steve,,Stivers,,,2,R,1,Rep,HD-OH-15,3672534,45333,N00029574,Steve_Stivers,213916,0
11144,"Scott Tipton",Scott,,Tipton,,,2,R,1,Rep,HD-CO-3,6022986,65403,N00027509,Scott_Tipton,267906,0
11145,"Daniel Webster",Daniel,,Webster,,,2,R,1,Rep,HD-FL-10,13011367,24302,N00026335,Daniel_Webster_(Florida),193483,0
11146,"Kevin Yoder",Kevin,,Yoder,,,2,R,1,Rep,HD-KS-3,6612812,34433,N00031502,Kevin_Yoder,212291,0
11159,"Robert Hurt",Robert,,Hurt,,,2,R,1,Rep,HD-VA-5,6613951,50895,N00031265,Robert_Hurt,209948,0
11162,"Colleen Hanabusa",Colleen,W.,Hanabusa,,,1,D,1,Rep,HD-HI-1,6401142,17745,N00025881,Colleen_Hanabusa,193912,0
11163,"Martha Roby",Martha,,Roby,,,2,R,1,Rep,HD-AL-2,17657350,71604,N00030768,Martha_Roby,283894,0
11164,"Austin Scott",Austin,,Scott,,,2,R,1,Rep,HD-GA-8,6805076,11812,N00032457,Austin_Scott,193858,0
11199,"Richard Blumenthal",Richard,,Blumenthal,,,1,D,2,Sen,SD-CT,6378136,1568,N00031685,Richard_Blumenthal,218586,0
11200,"Frederica Wilson",Frederica,S.,Wilson,,,1,D,1,Rep,HD-FL-24,12999016,17319,N00030650,Frederica_Wilson,211856,0
11201,"Terri Sewell",Terri,A.,Sewell,,,1,D,1,Rep,HD-AL-7,17657351,121621,N00030622,Terri_Sewell,283908,0
11271,"Cedric Richmond",Cedric,L.,Richmond,,,1,D,1,Rep,HD-LA-2,6410112,35384,N00030184,Cedric_Richmond,194997,0
11302,"Karen Bass",Karen,,Bass,,,1,D,1,Rep,HD-CA-37,22511,28963,N00031877,Karen_Bass,226476,0
11605,"Andy Harris",Andy,,Harris,,,2,R,1,Rep,HD-MD-1,4600723,19157,N00029147,Andy_Harris,195206,0
11606,"David Schweikert",David,,Schweikert,,,2,R,1,Rep,HD-AZ-6,8573431,106387,N00006460,David_Schweikert,267202,0
11799,"Justin Amash",Justin,,Amash,,,2,R,1,Rep,HD-MI-3,6676756,105566,N00031938,Justin_Amash,268350,0
11801,"Stephen Fincher",Stephen,Lee,Fincher,,,2,R,1,Rep,HD-TN-8,17657589,124659,N00031141,Stephen_Lee_Fincher,285151,0
